REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2021/04/19 04:00:00,6074.57,42.90,TRADE
NSW1,2021/04/19 04:30:00,6130.57,39.12,TRADE
NSW1,2021/04/19 05:00:00,6297.71,47.49,TRADE
NSW1,2021/04/19 05:30:00,6594.15,59.01,TRADE
NSW1,2021/04/19 06:00:00,6848.96,103.15,TRADE
NSW1,2021/04/19 06:30:00,7408.14,264,TRADE
NSW1,2021/04/19 07:00:00,7746.77,173.11,TRADE
NSW1,2021/04/19 07:30:00,7910.07,60.96,TRADE
NSW1,2021/04/19 08:00:00,7855.12,46.33,TRADE
NSW1,2021/04/19 08:30:00,7702.53,44.09,TRADE
NSW1,2021/04/19 09:00:00,7466.53,67.70,TRADE
NSW1,2021/04/19 09:30:00,7140.25,46.57,TRADE
NSW1,2021/04/19 10:00:00,6911.47,41.05,TRADE
NSW1,2021/04/19 10:30:00,6644.38,34.75,TRADE
NSW1,2021/04/19 11:00:00,6504.63,32.18,TRADE
NSW1,2021/04/19 11:30:00,6341.67,37.10,TRADE
NSW1,2021/04/19 12:00:00,6317.53,19.82,TRADE
NSW1,2021/04/19 12:30:00,6311.81,32.40,TRADE
NSW1,2021/04/19 13:00:00,6324.82,38.74,TRADE
NSW1,2021/04/19 13:30:00,6419.43,33.44,TRADE
NSW1,2021/04/19 14:00:00,6489.83,34.31,TRADE
NSW1,2021/04/19 14:30:00,6665.25,33.84,TRADE
NSW1,2021/04/19 15:00:00,6891.98,40.29,TRADE
NSW1,2021/04/19 15:30:00,7160.33,34.98,TRADE
NSW1,2021/04/19 16:00:00,7547.59,56.50,TRADE
NSW1,2021/04/19 16:30:00,7814.63,65.41,TRADE
NSW1,2021/04/19 17:00:00,8239.14,217.48,TRADE
NSW1,2021/04/19 17:30:00,8624.43,176.25,TRADE
NSW1,2021/04/19 18:00:00,9074.61,184.04,TRADE
NSW1,2021/04/19 18:30:00,9190.3,2673.52,TRADE
NSW1,2021/04/19 19:00:00,9098.72,63.51,TRADE
NSW1,2021/04/19 19:30:00,8788.86,190.59,TRADE
NSW1,2021/04/19 20:00:00,8511.72,115.03,TRADE
NSW1,2021/04/19 20:30:00,8333.07,93.27,TRADE
NSW1,2021/04/19 21:00:00,8143.57,63.04,TRADE
NSW1,2021/04/19 21:30:00,7971.38,108.54,TRADE
NSW1,2021/04/19 22:00:00,7786.13,57.61,TRADE
NSW1,2021/04/19 22:30:00,7706.54,81.99,TRADE
NSW1,2021/04/19 23:00:00,7596.03,73.54,TRADE
NSW1,2021/04/19 23:30:00,7513.2,58.51,TRADE
NSW1,2021/04/20 00:00:00,7451.48,57.85,TRADE
NSW1,2021/04/20 00:30:00,7345.24,57.92,TRADE
NSW1,2021/04/20 01:00:00,7212.75,40.66,TRADE
NSW1,2021/04/20 01:30:00,6980.27,36.86,TRADE
NSW1,2021/04/20 02:00:00,6798.25,36.10,TRADE
NSW1,2021/04/20 02:30:00,6530.58,36.12,TRADE
NSW1,2021/04/20 03:00:00,6307.17,35.66,TRADE
NSW1,2021/04/20 03:30:00,6193.32,35.08,TRADE
NSW1,2021/04/20 04:00:00,6138.54,35.49,TRADE
NSW1,2021/04/20 04:30:00,6201.46,35.47,TRADE
NSW1,2021/04/20 05:00:00,6298.54,35.47,TRADE
NSW1,2021/04/20 05:30:00,6570.79,35.31,TRADE
NSW1,2021/04/20 06:00:00,6871.02,34.34,TRADE
NSW1,2021/04/20 06:30:00,7487.3,49.07,TRADE
NSW1,2021/04/20 07:00:00,8000.23,53.65,TRADE
NSW1,2021/04/20 07:30:00,8083.61,44.45,TRADE
NSW1,2021/04/20 08:00:00,8016.59,40.03,TRADE
NSW1,2021/04/20 08:30:00,7732.56,33.36,TRADE
NSW1,2021/04/20 09:00:00,7305.48,36.31,TRADE
NSW1,2021/04/20 09:30:00,7043.65,33.20,TRADE
NSW1,2021/04/20 10:00:00,6740.84,30.79,TRADE
NSW1,2021/04/20 10:30:00,6628.88,34.90,TRADE
NSW1,2021/04/20 11:00:00,6481.43,32.74,TRADE
NSW1,2021/04/20 11:30:00,6494.32,35.59,TRADE
NSW1,2021/04/20 12:00:00,6556.3,37.73,TRADE
NSW1,2021/04/20 12:30:00,6612.05,36.60,TRADE
NSW1,2021/04/20 13:00:00,6688.71,33.77,TRADE
NSW1,2021/04/20 13:30:00,6758.05,33.91,TRADE
NSW1,2021/04/20 14:00:00,6819.52,33.53,TRADE
NSW1,2021/04/20 14:30:00,6946.57,34.51,TRADE
NSW1,2021/04/20 15:00:00,6914.52,18.66,TRADE
NSW1,2021/04/20 15:30:00,7236.17,38.18,TRADE
NSW1,2021/04/20 16:00:00,7660.66,37.64,TRADE
NSW1,2021/04/20 16:30:00,7937.62,36.93,TRADE
NSW1,2021/04/20 17:00:00,8242.44,47.90,TRADE
NSW1,2021/04/20 17:30:00,8608.4,73.29,TRADE
NSW1,2021/04/20 18:00:00,8963.76,189.99,TRADE
NSW1,2021/04/20 18:30:00,9121.82,202.64,TRADE
NSW1,2021/04/20 19:00:00,8971.9,142.83,TRADE
NSW1,2021/04/20 19:30:00,8787.69,63.80,TRADE
NSW1,2021/04/20 20:00:00,8496.29,62.30,TRADE
NSW1,2021/04/20 20:30:00,8340.06,62.85,TRADE
NSW1,2021/04/20 21:00:00,8122.84,59.18,TRADE
NSW1,2021/04/20 21:30:00,8003.57,47.37,TRADE
NSW1,2021/04/20 22:00:00,7890.89,45.04,TRADE
NSW1,2021/04/20 22:30:00,7855.23,114.71,TRADE
NSW1,2021/04/20 23:00:00,7648.06,44.85,TRADE
NSW1,2021/04/20 23:30:00,7458.99,37.67,TRADE
NSW1,2021/04/21 00:00:00,7395.96,40.15,TRADE
NSW1,2021/04/21 00:30:00,7327.98,57.74,TRADE
NSW1,2021/04/21 01:00:00,7173.69,39.25,TRADE
NSW1,2021/04/21 01:30:00,6996.3,37.88,TRADE
NSW1,2021/04/21 02:00:00,6777.66,36.49,TRADE
NSW1,2021/04/21 02:30:00,6465.34,35.50,TRADE
NSW1,2021/04/21 03:00:00,6259.69,35.47,TRADE
NSW1,2021/04/21 03:30:00,6153.84,35.47,TRADE
NSW1,2021/04/21 04:00:00,6140.92,35.49,TRADE
NSW1,2021/04/21 04:30:00,6158.31,35.10,TRADE
NSW1,2021/04/21 05:00:00,6311.75,34.76,TRADE
NSW1,2021/04/21 05:30:00,6580.3,34.40,TRADE
NSW1,2021/04/21 06:00:00,6834.22,31.71,TRADE
NSW1,2021/04/21 06:30:00,7420.49,62.43,TRADE
NSW1,2021/04/21 07:00:00,7976.87,179.47,TRADE
NSW1,2021/04/21 07:30:00,8127.06,213.78,TRADE
NSW1,2021/04/21 08:00:00,8074.48,149.44,TRADE
NSW1,2021/04/21 08:30:00,7759.3,42.35,TRADE
NSW1,2021/04/21 09:00:00,7370.74,35.08,TRADE
NSW1,2021/04/21 09:30:00,7126.14,36.04,TRADE
NSW1,2021/04/21 10:00:00,6886.06,36.18,TRADE
NSW1,2021/04/21 10:30:00,6690.53,35.51,TRADE
NSW1,2021/04/21 11:00:00,6496.05,35.06,TRADE
NSW1,2021/04/21 11:30:00,6395.58,37.35,TRADE
NSW1,2021/04/21 12:00:00,6371.88,40.52,TRADE
NSW1,2021/04/21 12:30:00,6359.45,40.02,TRADE
NSW1,2021/04/21 13:00:00,6329.51,38.25,TRADE
NSW1,2021/04/21 13:30:00,6397.1,38.14,TRADE
NSW1,2021/04/21 14:00:00,6525.78,40.22,TRADE
NSW1,2021/04/21 14:30:00,6627.05,40.42,TRADE
NSW1,2021/04/21 15:00:00,6852.01,40.45,TRADE
NSW1,2021/04/21 15:30:00,7091.63,40.14,TRADE
NSW1,2021/04/21 16:00:00,7501.85,67.32,TRADE
NSW1,2021/04/21 16:30:00,7872.74,83.30,TRADE
NSW1,2021/04/21 17:00:00,8269.6,171.24,TRADE
NSW1,2021/04/21 17:30:00,8694.52,201.86,TRADE
NSW1,2021/04/21 18:00:00,9174.71,299.99,TRADE
NSW1,2021/04/21 18:30:00,9353.74,299.99,TRADE
NSW1,2021/04/21 19:00:00,9293.99,299.99,TRADE
NSW1,2021/04/21 19:30:00,9078.1,196.35,TRADE
NSW1,2021/04/21 20:00:00,8915.28,220.98,TRADE
NSW1,2021/04/21 20:30:00,8693.88,105.10,TRADE
NSW1,2021/04/21 21:00:00,8532.79,139.70,TRADE
NSW1,2021/04/21 21:30:00,8352.74,87.47,TRADE
NSW1,2021/04/21 22:00:00,8131.54,65.91,TRADE
NSW1,2021/04/21 22:30:00,8111.19,69.04,TRADE
NSW1,2021/04/21 23:00:00,7877.77,55.02,TRADE
NSW1,2021/04/21 23:30:00,7799.93,58.94,TRADE
NSW1,2021/04/22 00:00:00,7700.31,56.21,TRADE
NSW1,2021/04/22 00:30:00,7600.97,51.66,TRADE
NSW1,2021/04/22 01:00:00,7414.96,46.67,TRADE
NSW1,2021/04/22 01:30:00,7252.71,44.36,TRADE
NSW1,2021/04/22 02:00:00,7008.67,38.71,TRADE
NSW1,2021/04/22 02:30:00,6677.33,36.13,TRADE
NSW1,2021/04/22 03:00:00,6474.33,34.09,TRADE
NSW1,2021/04/22 03:30:00,6380.84,35.21,TRADE
NSW1,2021/04/22 04:00:00,6335.23,36.50,TRADE
NSW1,2021/04/22 04:30:00,6398,35.95,TRADE
NSW1,2021/04/22 05:00:00,6510.57,36.09,TRADE
NSW1,2021/04/22 05:30:00,6773.34,33.19,TRADE
NSW1,2021/04/22 06:00:00,7195.97,55.35,TRADE
NSW1,2021/04/22 06:30:00,7727.93,75.42,TRADE
NSW1,2021/04/22 07:00:00,8253.56,152.44,TRADE
NSW1,2021/04/22 07:30:00,8398.44,115.08,TRADE
NSW1,2021/04/22 08:00:00,8417.56,106.65,TRADE
NSW1,2021/04/22 08:30:00,8128.51,92.88,TRADE
NSW1,2021/04/22 09:00:00,7642.61,43.30,TRADE
NSW1,2021/04/22 09:30:00,7340.09,29.53,TRADE
NSW1,2021/04/22 10:00:00,6975.98,32.03,TRADE
NSW1,2021/04/22 10:30:00,6810.87,31.53,TRADE
NSW1,2021/04/22 11:00:00,6668.83,33.73,TRADE
NSW1,2021/04/22 11:30:00,6535.62,46.05,TRADE
NSW1,2021/04/22 12:00:00,6436.65,36.53,TRADE
NSW1,2021/04/22 12:30:00,6389.49,35.52,TRADE
NSW1,2021/04/22 13:00:00,6427.06,35.64,TRADE
NSW1,2021/04/22 13:30:00,6578.31,53.76,TRADE
NSW1,2021/04/22 14:00:00,6580.78,39.05,TRADE
NSW1,2021/04/22 14:30:00,6703.11,30.97,TRADE
NSW1,2021/04/22 15:00:00,6900.11,35.53,TRADE
NSW1,2021/04/22 15:30:00,7118.72,35.48,TRADE
NSW1,2021/04/22 16:00:00,7428.93,39.28,TRADE
NSW1,2021/04/22 16:30:00,7869.74,44.61,TRADE
NSW1,2021/04/22 17:00:00,8363.96,55.43,TRADE
NSW1,2021/04/22 17:30:00,8862.01,73.74,TRADE
NSW1,2021/04/22 18:00:00,9394.03,66.76,TRADE
NSW1,2021/04/22 18:30:00,9605.85,163.97,TRADE
NSW1,2021/04/22 19:00:00,9539.68,193.09,TRADE
NSW1,2021/04/22 19:30:00,9362.78,76.70,TRADE
NSW1,2021/04/22 20:00:00,9189.22,74.19,TRADE
NSW1,2021/04/22 20:30:00,9002.16,91.95,TRADE
NSW1,2021/04/22 21:00:00,8843.95,63.80,TRADE
NSW1,2021/04/22 21:30:00,8566.19,65.35,TRADE
NSW1,2021/04/22 22:00:00,8336.17,63.03,TRADE
NSW1,2021/04/22 22:30:00,8297.19,67.94,TRADE
NSW1,2021/04/22 23:00:00,8031.58,60.15,TRADE
NSW1,2021/04/22 23:30:00,7972.76,52.64,TRADE
NSW1,2021/04/23 00:00:00,7863.1,43.68,TRADE
NSW1,2021/04/23 00:30:00,7732.75,46.90,TRADE
NSW1,2021/04/23 01:00:00,7541.6,37.99,TRADE
NSW1,2021/04/23 01:30:00,7363.06,39.33,TRADE
NSW1,2021/04/23 02:00:00,7142.39,38.18,TRADE
NSW1,2021/04/23 02:30:00,6887.31,36.39,TRADE
NSW1,2021/04/23 03:00:00,6666.5,35.94,TRADE
NSW1,2021/04/23 03:30:00,6537.61,34.62,TRADE
NSW1,2021/04/23 04:00:00,6474.24,35.34,TRADE
NSW1,2021/04/23 04:30:00,6510.4,35.70,TRADE
NSW1,2021/04/23 05:00:00,6649.14,35.79,TRADE
NSW1,2021/04/23 05:30:00,6949.19,39.16,TRADE
NSW1,2021/04/23 06:00:00,7248.17,40.71,TRADE
NSW1,2021/04/23 06:30:00,7866.04,69.18,TRADE
NSW1,2021/04/23 07:00:00,8409.9,270.02,TRADE
NSW1,2021/04/23 07:30:00,8680.79,299.99,TRADE
NSW1,2021/04/23 08:00:00,8613.91,296.27,TRADE
NSW1,2021/04/23 08:30:00,8349.44,113.88,TRADE
NSW1,2021/04/23 09:00:00,7899.88,71.32,TRADE
NSW1,2021/04/23 09:30:00,7571.95,49.81,TRADE
NSW1,2021/04/23 10:00:00,7189.11,34.56,TRADE
NSW1,2021/04/23 10:30:00,6889,35.48,TRADE
NSW1,2021/04/23 11:00:00,6679.95,33.11,TRADE
NSW1,2021/04/23 11:30:00,6462.43,30.10,TRADE
NSW1,2021/04/23 12:00:00,6395.96,37.51,TRADE
NSW1,2021/04/23 12:30:00,6291.82,33.31,TRADE
NSW1,2021/04/23 13:00:00,6340.05,35.61,TRADE
NSW1,2021/04/23 13:30:00,6326.63,34.87,TRADE
NSW1,2021/04/23 14:00:00,6392.67,35.79,TRADE
NSW1,2021/04/23 14:30:00,6521.58,36.50,TRADE
NSW1,2021/04/23 15:00:00,6700.21,47.70,TRADE
NSW1,2021/04/23 15:30:00,6963.34,38.54,TRADE
NSW1,2021/04/23 16:00:00,7316.79,44.91,TRADE
NSW1,2021/04/23 16:30:00,7729.46,90.07,TRADE
NSW1,2021/04/23 17:00:00,8143.25,203.93,TRADE
NSW1,2021/04/23 17:30:00,8573.56,227.04,TRADE
NSW1,2021/04/23 18:00:00,9009.16,272.96,TRADE
NSW1,2021/04/23 18:30:00,9117.49,212.09,TRADE
NSW1,2021/04/23 19:00:00,9012.95,248.38,TRADE
NSW1,2021/04/23 19:30:00,8805.97,188.52,TRADE
NSW1,2021/04/23 20:00:00,8684.73,195.37,TRADE
NSW1,2021/04/23 20:30:00,8552.43,140.48,TRADE
NSW1,2021/04/23 21:00:00,8376.52,90.91,TRADE
NSW1,2021/04/23 21:30:00,8306.49,124.66,TRADE
NSW1,2021/04/23 22:00:00,8109.7,86.81,TRADE
NSW1,2021/04/23 22:30:00,8119.88,104.58,TRADE
NSW1,2021/04/23 23:00:00,7965.26,105.88,TRADE
NSW1,2021/04/23 23:30:00,7898.43,79.04,TRADE
NSW1,2021/04/24 00:00:00,7850.43,86.04,TRADE
NSW1,2021/04/24 00:30:00,7734.45,70.31,TRADE
NSW1,2021/04/24 01:00:00,7574.36,62.25,TRADE
NSW1,2021/04/24 01:30:00,7365.46,52.25,TRADE
NSW1,2021/04/24 02:00:00,7137.42,47.96,TRADE
NSW1,2021/04/24 02:30:00,6883.1,42.96,TRADE
NSW1,2021/04/24 03:00:00,6660.85,39.55,TRADE
NSW1,2021/04/24 03:30:00,6533.56,39.23,TRADE
NSW1,2021/04/24 04:00:00,6452.73,38.72,TRADE
NSW1,2021/04/24 04:30:00,6457.56,38.67,TRADE
NSW1,2021/04/24 05:00:00,6543.67,38.10,TRADE
NSW1,2021/04/24 05:30:00,6638.7,40.45,TRADE
NSW1,2021/04/24 06:00:00,6786.41,45.86,TRADE
NSW1,2021/04/24 06:30:00,7059.52,54.13,TRADE
NSW1,2021/04/24 07:00:00,7281.78,60.80,TRADE
NSW1,2021/04/24 07:30:00,7456.13,52.39,TRADE
NSW1,2021/04/24 08:00:00,7557.1,47.36,TRADE
NSW1,2021/04/24 08:30:00,7491.65,39.46,TRADE
NSW1,2021/04/24 09:00:00,7164.68,31.43,TRADE
NSW1,2021/04/24 09:30:00,6877.83,34.30,TRADE
NSW1,2021/04/24 10:00:00,6540.7,29.24,TRADE
NSW1,2021/04/24 10:30:00,6321.56,27.82,TRADE
NSW1,2021/04/24 11:00:00,6132.47,28.13,TRADE
NSW1,2021/04/24 11:30:00,5905.21,20.46,TRADE
NSW1,2021/04/24 12:00:00,5804.36,9.44,TRADE
NSW1,2021/04/24 12:30:00,5694.66,2.81,TRADE
NSW1,2021/04/24 13:00:00,5581.42,20.69,TRADE
NSW1,2021/04/24 13:30:00,5604.78,24.82,TRADE
NSW1,2021/04/24 14:00:00,5684.9,33.85,TRADE
NSW1,2021/04/24 14:30:00,5833.48,36.45,TRADE
NSW1,2021/04/24 15:00:00,6036.36,31.76,TRADE
NSW1,2021/04/24 15:30:00,6352.31,37.73,TRADE
NSW1,2021/04/24 16:00:00,6624.57,44.50,TRADE
NSW1,2021/04/24 16:30:00,7025.69,56.74,TRADE
NSW1,2021/04/24 17:00:00,7431.71,70.16,TRADE
NSW1,2021/04/24 17:30:00,7830.89,104.98,TRADE
NSW1,2021/04/24 18:00:00,8282.37,141.86,TRADE
NSW1,2021/04/24 18:30:00,8467.86,106.24,TRADE
NSW1,2021/04/24 19:00:00,8325.99,73.75,TRADE
NSW1,2021/04/24 19:30:00,8142,68.11,TRADE
NSW1,2021/04/24 20:00:00,8003.34,76.04,TRADE
NSW1,2021/04/24 20:30:00,7895.69,77.16,TRADE
NSW1,2021/04/24 21:00:00,7783.03,75.78,TRADE
NSW1,2021/04/24 21:30:00,7666.26,58.81,TRADE
NSW1,2021/04/24 22:00:00,7596.01,73.43,TRADE
NSW1,2021/04/24 22:30:00,7591.03,75.83,TRADE
NSW1,2021/04/24 23:00:00,7512.09,65.67,TRADE
NSW1,2021/04/24 23:30:00,7402.64,66.05,TRADE
NSW1,2021/04/25 00:00:00,7274.52,53.50,TRADE
NSW1,2021/04/25 00:30:00,7085.15,52.37,TRADE
NSW1,2021/04/25 01:00:00,6968.1,64.53,TRADE
NSW1,2021/04/25 01:30:00,6797.76,61.17,TRADE
NSW1,2021/04/25 02:00:00,6604.81,69.19,TRADE
NSW1,2021/04/25 02:30:00,6381.26,57.66,TRADE
NSW1,2021/04/25 03:00:00,6266.77,46.20,TRADE
NSW1,2021/04/25 03:30:00,6175.41,41.51,TRADE
NSW1,2021/04/25 04:00:00,6135.34,41.11,TRADE
NSW1,2021/04/25 04:30:00,6189.97,44.81,TRADE
NSW1,2021/04/25 05:00:00,6231.72,54.53,TRADE
NSW1,2021/04/25 05:30:00,6285.98,45.43,TRADE
NSW1,2021/04/25 06:00:00,6401.16,47.72,TRADE
NSW1,2021/04/25 06:30:00,6559.78,53.94,TRADE
NSW1,2021/04/25 07:00:00,6735.09,47.54,TRADE
NSW1,2021/04/25 07:30:00,6843.68,43.97,TRADE
NSW1,2021/04/25 08:00:00,6788.2,33.55,TRADE
NSW1,2021/04/25 08:30:00,6708.21,26.51,TRADE
NSW1,2021/04/25 09:00:00,6509.92,30.18,TRADE
NSW1,2021/04/25 09:30:00,6363.2,34.17,TRADE
NSW1,2021/04/25 10:00:00,6054.59,28.19,TRADE
NSW1,2021/04/25 10:30:00,5892.67,22.21,TRADE
NSW1,2021/04/25 11:00:00,5664.46,13.28,TRADE
NSW1,2021/04/25 11:30:00,5555.54,21.11,TRADE
NSW1,2021/04/25 12:00:00,5530.65,18.18,TRADE
NSW1,2021/04/25 12:30:00,5577.43,23.20,TRADE
NSW1,2021/04/25 13:00:00,5552.65,18.46,TRADE
NSW1,2021/04/25 13:30:00,5602.53,23.19,TRADE
NSW1,2021/04/25 14:00:00,5688.12,27.11,TRADE
NSW1,2021/04/25 14:30:00,5817.82,31.45,TRADE
NSW1,2021/04/25 15:00:00,6071.84,33.11,TRADE
NSW1,2021/04/25 15:30:00,6352.4,34.65,TRADE
NSW1,2021/04/25 16:00:00,6679.65,44.51,TRADE
NSW1,2021/04/25 16:30:00,7140.39,49.58,TRADE
NSW1,2021/04/25 17:00:00,7568.39,135.85,TRADE
NSW1,2021/04/25 17:30:00,7956.03,76.01,TRADE
NSW1,2021/04/25 18:00:00,8427.32,154.92,TRADE
NSW1,2021/04/25 18:30:00,8624.07,124.07,TRADE
NSW1,2021/04/25 19:00:00,8527.29,112.10,TRADE
NSW1,2021/04/25 19:30:00,8315.42,75.83,TRADE
NSW1,2021/04/25 20:00:00,8142.79,74,TRADE
NSW1,2021/04/25 20:30:00,7985.39,74,TRADE
NSW1,2021/04/25 21:00:00,7846.29,74,TRADE
NSW1,2021/04/25 21:30:00,7700.51,116.59,TRADE
NSW1,2021/04/25 22:00:00,7501.68,70.38,TRADE
NSW1,2021/04/25 22:30:00,7421.65,58.09,TRADE
NSW1,2021/04/25 23:00:00,7266.96,52.83,TRADE
NSW1,2021/04/25 23:30:00,7180.78,66.44,TRADE
NSW1,2021/04/26 00:00:00,7068.81,65.06,TRADE
NSW1,2021/04/26 00:30:00,6938.98,51.07,TRADE
NSW1,2021/04/26 01:00:00,6811.61,46.61,TRADE
NSW1,2021/04/26 01:30:00,6657.88,42.01,TRADE
NSW1,2021/04/26 02:00:00,6528.8,42.67,TRADE
NSW1,2021/04/26 02:30:00,6379.6,40.75,TRADE
NSW1,2021/04/26 03:00:00,6193.91,40.28,TRADE
NSW1,2021/04/26 03:30:00,6141.08,40.77,TRADE
NSW1,2021/04/26 04:00:00,6117.55,41.35,TRADE
NSW1,2021/04/26 04:30:00,6187.5,41.55,TRADE
NSW1,2021/04/26 05:00:00,6309.28,43.74,TRADE
NSW1,2021/04/26 05:30:00,6623.59,48.55,TRADE
NSW1,2021/04/26 06:00:00,6874.72,44.99,TRADE
NSW1,2021/04/26 06:30:00,7495.61,102.18,TRADE
NSW1,2021/04/26 07:00:00,7950.57,238.14,TRADE
NSW1,2021/04/26 07:30:00,8206.94,284.03,TRADE
NSW1,2021/04/26 08:00:00,8152.74,160.04,TRADE
NSW1,2021/04/26 08:30:00,7985.15,79.58,TRADE
NSW1,2021/04/26 09:00:00,7619.86,75.77,TRADE
NSW1,2021/04/26 09:30:00,7363.64,64.77,TRADE
NSW1,2021/04/26 10:00:00,7065.81,34.43,TRADE
NSW1,2021/04/26 10:30:00,6809.57,37.71,TRADE
NSW1,2021/04/26 11:00:00,6618.95,45.09,TRADE
NSW1,2021/04/26 11:30:00,6524.78,37.54,TRADE
NSW1,2021/04/26 12:00:00,6417.7,33.65,TRADE
NSW1,2021/04/26 12:30:00,6463.95,37.04,TRADE
NSW1,2021/04/26 13:00:00,6439.57,33.58,TRADE
NSW1,2021/04/26 13:30:00,6496.9,37.11,TRADE
NSW1,2021/04/26 14:00:00,6565.74,42.66,TRADE
NSW1,2021/04/26 14:30:00,6677.9,44.95,TRADE
NSW1,2021/04/26 15:00:00,6888.7,48.74,TRADE
NSW1,2021/04/26 15:30:00,7104.47,43.46,TRADE
NSW1,2021/04/26 16:00:00,7521.51,56.93,TRADE
NSW1,2021/04/26 16:30:00,7845.32,95.64,TRADE
NSW1,2021/04/26 17:00:00,8309.04,134.45,TRADE
NSW1,2021/04/26 17:30:00,8718.34,115.07,TRADE
NSW1,2021/04/26 18:00:00,9234.73,298.28,TRADE
NSW1,2021/04/26 18:30:00,9367.19,298.87,TRADE
NSW1,2021/04/26 19:00:00,9232.56,212.34,TRADE
NSW1,2021/04/26 19:30:00,8970.61,98.89,TRADE
NSW1,2021/04/26 20:00:00,8698.36,75.13,TRADE
NSW1,2021/04/26 20:30:00,8498.59,86.67,TRADE
NSW1,2021/04/26 21:00:00,8315.95,77.22,TRADE
NSW1,2021/04/26 21:30:00,8139.78,84.88,TRADE
NSW1,2021/04/26 22:00:00,7942.09,69.75,TRADE
NSW1,2021/04/26 22:30:00,7897.69,74.28,TRADE
NSW1,2021/04/26 23:00:00,7780.08,66.05,TRADE
NSW1,2021/04/26 23:30:00,7655.07,67.38,TRADE
NSW1,2021/04/27 00:00:00,7561.66,64.59,TRADE
NSW1,2021/04/27 00:30:00,7451.49,64.20,TRADE
NSW1,2021/04/27 01:00:00,7321.2,52.41,TRADE
NSW1,2021/04/27 01:30:00,7155.92,46.15,TRADE
NSW1,2021/04/27 02:00:00,6921.63,43.28,TRADE
NSW1,2021/04/27 02:30:00,6667.55,46.60,TRADE
NSW1,2021/04/27 03:00:00,6475.63,51.98,TRADE
NSW1,2021/04/27 03:30:00,6359.76,46.01,TRADE
NSW1,2021/04/27 04:00:00,6289.64,42.94,TRADE
NSW1,2021/04/27 04:30:00,6374.09,52.31,TRADE
NSW1,2021/04/27 05:00:00,6498.84,44.20,TRADE
NSW1,2021/04/27 05:30:00,6777.24,56.61,TRADE
NSW1,2021/04/27 06:00:00,7086.9,77.41,TRADE
NSW1,2021/04/27 06:30:00,7657.93,155.91,TRADE
NSW1,2021/04/27 07:00:00,8142.95,299.99,TRADE
NSW1,2021/04/27 07:30:00,8304.96,299.99,TRADE
NSW1,2021/04/27 08:00:00,8348.11,211,TRADE
NSW1,2021/04/27 08:30:00,8048.2,77.21,TRADE
NSW1,2021/04/27 09:00:00,7657.77,70.70,TRADE
NSW1,2021/04/27 09:30:00,7405.87,65.76,TRADE
NSW1,2021/04/27 10:00:00,7120.82,58.12,TRADE
NSW1,2021/04/27 10:30:00,6921.76,53.54,TRADE
NSW1,2021/04/27 11:00:00,6823.69,55.12,TRADE
NSW1,2021/04/27 11:30:00,6729.03,41.74,TRADE
NSW1,2021/04/27 12:00:00,6677.83,36.37,TRADE
NSW1,2021/04/27 12:30:00,6564.69,41.19,TRADE
NSW1,2021/04/27 13:00:00,6582.9,32.07,TRADE
NSW1,2021/04/27 13:30:00,6601.03,36.38,TRADE
NSW1,2021/04/27 14:00:00,6710.69,44.34,TRADE
NSW1,2021/04/27 14:30:00,6897.16,53.49,TRADE
NSW1,2021/04/27 15:00:00,7060.76,57.30,TRADE
NSW1,2021/04/27 15:30:00,7297.72,41.51,TRADE
NSW1,2021/04/27 16:00:00,7608.23,54.26,TRADE
NSW1,2021/04/27 16:30:00,7970.02,75.54,TRADE
NSW1,2021/04/27 17:00:00,8374.09,87.96,TRADE
NSW1,2021/04/27 17:30:00,8738.31,179.28,TRADE
NSW1,2021/04/27 18:00:00,9249.63,299.99,TRADE
NSW1,2021/04/27 18:30:00,9356.86,299.79,TRADE
NSW1,2021/04/27 19:00:00,9198.76,267.40,TRADE
NSW1,2021/04/27 19:30:00,8921.24,120.44,TRADE
NSW1,2021/04/27 20:00:00,8729.78,89.56,TRADE
NSW1,2021/04/27 20:30:00,8559.71,75.79,TRADE
NSW1,2021/04/27 21:00:00,8356.68,94.09,TRADE
NSW1,2021/04/27 21:30:00,8224.68,72.67,TRADE
NSW1,2021/04/27 22:00:00,7977.4,57.64,TRADE
NSW1,2021/04/27 22:30:00,7915.58,68.47,TRADE
NSW1,2021/04/27 23:00:00,7769.57,52.69,TRADE
NSW1,2021/04/27 23:30:00,7667.28,51,TRADE
NSW1,2021/04/28 00:00:00,7597.74,66.57,TRADE
NSW1,2021/04/28 00:30:00,7434.64,52.44,TRADE
NSW1,2021/04/28 01:00:00,7312.72,46.57,TRADE
NSW1,2021/04/28 01:30:00,7100.62,41.25,TRADE
NSW1,2021/04/28 02:00:00,6880.38,39.21,TRADE
NSW1,2021/04/28 02:30:00,6635.81,40.06,TRADE
NSW1,2021/04/28 03:00:00,6396.43,41.23,TRADE
NSW1,2021/04/28 03:30:00,6305.6,40.33,TRADE
NSW1,2021/04/28 04:00:00,6272.38,41.42,TRADE
NSW1,2021/04/28 04:30:00,6296.53,41.59,TRADE
NSW1,2021/04/28 05:00:00,6404.98,46.95,TRADE
NSW1,2021/04/28 05:30:00,6649.63,56.22,TRADE
